	time	[ADP]	[ATP]	[C1__ADP]	[C1__ATP]	[C1__Fructose]	[C1__GADP]	[C1__Glucose]	[C1__Phosphoglycerate]	[C1__Pyruvate]	[Glucose]	[Pyruvate]	[dummy]	ADP_Ex	ATP_Ex	C1__R3	C1__R4	C1__R5	C1__R6	C2__R0	C2__R1	C2__R2	C2__R3	Glucose_Ex	Pyruvate_Ex	C1__default_max	C1__default_min	C1__default_rv_min	C2__Km	C3__default_min	C3__default_rv_min	C3__max_default	dt	max_adp	max_atp	max_glucose	max_pyruvate	min_adp	min_atp	min_glucose	min_pyruvate	rateOfADP	rateOfATP	rateOfGlcxt	rateOfPy
0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	1.9047619047619047	1.8181818181818181	0.9090909090909091	2.0	1.0	2.0	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	2.0	1.0	1000.0	0.0	-1000.0	0.0	0.0	2.0	2.0	1.0	2.0
0.1	0.1	0.8198641539541497	1.8099833016832383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9094876613791476	0.2	0.0	1.8099833016832383	1.8099833016832383	0.904991650841619	0.9049916508416191	1.8099833016832383	1.8099833016832383	1.715218949550519	1.6132169320075853	0.8153430414068853	1.8099833016832383	0.904991650841619	1.8099833016832383	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	1.8099833016832383	0.9094876613791476	1000.0	0.0	-1000.0	0.0	0.0	1.8099833016832383	1.8099833016832383	0.904991650841619	1.8099833016832383
0.2	0.2	0.6604867920471423	1.6389142558539809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8283356051893056	0.38099833016832385	0.0	1.6389142558539809	1.6389142558539809	0.8194571279269902	0.8194571279269903	1.6389142558539807	1.6389142558539807	1.5446649706844189	1.423405679900648	0.7311854809766519	1.6389142558539807	0.8194571279269902	1.6389142558539807	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	1.6389142558539809	0.8283356051893056	1000.0	0.0	-1000.0	0.0	0.0	1.6389142558539809	1.6389142558539809	0.8194571279269902	1.6389142558539807
0.30000000000000004	0.30000000000000004	0.5204362510681808	1.484893065735878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7555835882061798	0.5448897557537218	0.0	1.4848930657358779	1.484893065735878	0.7424465328679389	0.7424465328679389	1.4848930657358779	1.4848930657358779	1.3912026396851824	1.2455625844528457	0.6556699112610945	1.4848930657358779	0.7424465328679389	1.4848930657358779	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	1.484893065735878	0.7555835882061798	1000.0	0.0	-1000.0	0.0	0.0	1.4848930657358779	1.484893065735878	0.7424465328679389	1.4848930657358779
0.4	0.4	0.39862187117249376	1.3462095353802646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6903663502156668	0.6933790623273092	0.0	1.3462095353802646	1.3462095353802646	0.6731047676901322	0.6731047676901323	1.3462095353802646	1.3462095353802646	1.253124162725306	1.0762234771645078	0.5879411258541073	1.3462095353802646	0.6731047676901322	1.3462095353802646	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	1.3462095353802646	0.6903663502156668	1000.0	0.0	-1000.0	0.0	0.0	1.3462095353802646	1.3462095353802646	0.6731047676901322	1.3462095353802646
0.5	0.5	0.29433548857646313	1.2213246440862706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6319045679878842	0.8280000158653351	0.0	1.2213246440862706	1.2213246440862706	0.6106623220431352	0.6106623220431353	1.2213246440862706	1.2213246440862706	1.1288928068725745	0.9116074922024245	0.527227630041972	1.2213246440862706	0.6106623220431352	1.2213246440862706	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	1.2213246440862706	0.6319045679878842	1000.0	0.0	-1000.0	0.0	0.0	1.2213246440862706	1.2213246440862706	0.6106623220431352	1.2213246440862706
0.6000000000000001	0.6000000000000001	0.2072748804323529	1.1088533669150542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5794964013694179	0.9501324802739616	0.0	1.108853366915054	1.1088533669150542	0.554426683457527	0.554426683457527	1.108853366915054	1.108853366915054	1.0171256688117842	0.7479864566896443	0.4728329204383017	1.108853366915054	0.554426683457527	1.108853366915054	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	1.1088533669150542	0.5794964013694179	1000.0	0.0	-1000.0	0.0	0.0	1.108853366915054	1.1088533669150542	0.554426683457527	1.108853366915054
0.7000000000000001	0.7000000000000001	0.13746259244731837	1.0075487805589227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5325096747007946	1.0610178169654667	0.0	1.0075487805589225	1.0075487805589227	0.5037743902794612	0.5037743902794612	1.0075487805589225	1.0075487805589225	0.9165777282455009	0.5832508858147432	0.42412748361075786	1.0075487805589225	0.5037743902794612	1.0075487805589225	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	1.0075487805589227	0.5325096747007946	1000.0	0.0	-1000.0	0.0	0.0	1.0075487805589225	1.0075487805589227	0.5037743902794612	1.0075487805589225
0.8	0.8	0.08489862843637824	0.9162884512364683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49037530399870266	1.1617726950213585	0.0	0.9162884512364684	0.9162884512364683	0.45814422561823404	0.45814422561823415	0.9162884512364683	0.9162884512364683	0.8261281773376884	0.4207258508076859	0.38054202537117887	0.9162884512364683	0.45814422561823404	0.9162884512364683	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	0.9162884512364683	0.49037530399870266	1000.0	0.0	-1000.0	0.0	0.0	0.9162884512364684	0.9162884512364683	0.45814422561823404	0.9162884512364683
0.9	0.9	0.04874785277114514	0.8340620069043564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4525812798894307	1.2534015401450054	0.0	0.8340620069043565	0.8340620069043564	0.41703100345217814	0.4170310034521782	0.8340620069043564	0.8340620069043564	0.7447679342690094	0.27333995857496235	0.3415613814020746	0.8340620069043564	0.41703100345217814	0.8340620069043564	1000.0	0.0	-1000.0	0.1	0.0	-1000.0	1000.0	1.0	1000.0	0.8340620069043564	0.4525812798894307	1000.0	0.0	-1000.0	0.0	0.0	0.8340620069043565	0.8340620069043564	0.41703100345217814	0.8340620069043564
